image,critical,high,total
registry.rancher.com/suse-observability/container-tools:1.8.6-so21,1,4,5
registry.rancher.com/suse-observability/generic-sidecar-injector:0978b47b-1035-release,0,0,0
registry.rancher.com/suse-observability/http-header-injector-proxy-init:1.0.0-so4,0,0,0
registry.rancher.com/suse-observability/http-header-injector-proxy:1.38.3-so2,0,0,0
registry.rancher.com/suse-observability/kubernetes-rbac-agent:4dbfd257-1037-release,0,0,0
registry.rancher.com/suse-observability/opentelemetry-target-allocator:0.153.0-so11,0,2,2
registry.rancher.com/suse-observability/promtail:3.6.11-so16,0,1,1
registry.rancher.com/suse-observability/stackstate-k8s-agent:158e1098,0,2,2
registry.rancher.com/suse-observability/stackstate-k8s-cluster-agent:158e1098,0,1,1
registry.rancher.com/suse-observability/stackstate-k8s-process-agent:d1ca2bd2,0,1,1
registry.rancher.com/suse-observability/sts-opentelemetry-collector:v0.0.56-agent,1,5,6
