image,critical,high,total
ghcr.io/k8snetworkplumbingwg/whereabouts:v0.9.3,2,31,33
kubeovn/kube-ovn:v1.15.4,0,64,64
longhornio/backing-image-manager:v1.11.2,0,24,24
longhornio/csi-attacher:v4.11.0-20260428,0,4,4
longhornio/csi-node-driver-registrar:v2.16.0-20260428,0,3,3
longhornio/csi-provisioner:v5.3.0-20260428,0,4,4
longhornio/csi-resizer:v2.1.0-20260428,0,4,4
longhornio/csi-snapshotter:v8.5.0-20260428,0,4,4
longhornio/livenessprobe:v2.18.0-20260428,0,2,2
longhornio/longhorn-cli:v1.11.2,0,16,16
longhornio/longhorn-engine:v1.11.2,1,26,27
longhornio/longhorn-instance-manager:v1.11.2,1,26,27
longhornio/longhorn-manager:v1.11.2,2,13,15
longhornio/longhorn-share-manager:v1.11.2,0,16,16
longhornio/longhorn-ui:v1.11.2,0,19,19
longhornio/support-bundle-kit:v0.0.84,0,13,13
rancher/appco-alertmanager:0.28.1-12.7,0,15,15
rancher/appco-grafana:12.1.1-2.2,3,74,77
rancher/appco-k8s-sidecar:1.30.7-11.3,1,24,25
rancher/appco-kube-state-metrics:2.17.0-10.7,0,27,27
rancher/appco-node-exporter:1.9.1-11.3,0,29,29
rancher/cluster-api-controller:v1.12.7,0,6,6
rancher/fleet-agent:v0.15.2,0,11,11
rancher/fleet:v0.15.2,0,32,32
rancher/hardened-addon-resizer:1.8.23-build20260604,0,2,2
rancher/hardened-calico:v3.32.0-build20260604,0,2,2
rancher/hardened-cluster-autoscaler:v1.10.3-build20260604,0,2,2
rancher/hardened-cni-plugins:v1.9.1-build20260608,0,0,0
rancher/hardened-coredns:v1.14.4-build20260610,0,0,0
rancher/hardened-dns-node-cache:1.26.8-build20260608,0,3,3
rancher/hardened-etcd:v3.6.12-k3s1-build20260603,0,0,0
rancher/hardened-flannel:v0.28.5-build20260604,0,2,2
rancher/hardened-k8s-metrics-server:v0.8.1-build20260604,0,2,2
rancher/hardened-kubernetes:v1.35.6-rke2r1-build20260612,0,32,32
rancher/hardened-multus-cni:v4.2.4-build20260310,0,21,21
rancher/hardened-snapshot-controller:v8.6.0-build20260608,0,1,1
rancher/harvester-cluster-repo:v1.8.1,0,7,7
rancher/harvester-eventrouter:v1.8.1,0,3,3
rancher/harvester-kubeovn-operator:v1.15.4-r2,0,28,28
rancher/harvester-load-balancer-webhook:v1.8.1,0,3,3
rancher/harvester-load-balancer:v1.8.1,0,3,3
rancher/harvester-network-controller:v1.8.1,0,8,8
rancher/harvester-network-helper:v1.8.1,0,2,2
rancher/harvester-network-webhook:v1.8.1,0,2,2
rancher/harvester-networkfs-manager:v1.8.1,0,8,8
rancher/harvester-node-disk-manager-webhook:v1.8.1,0,7,7
rancher/harvester-node-disk-manager:v1.8.1,0,8,8
rancher/harvester-node-manager-webhook:v1.8.1,0,7,7
rancher/harvester-node-manager:v1.8.1,0,8,8
rancher/harvester-pcidevices:v1.8.1,0,4,4
rancher/harvester-seeder:v1.8.1,0,7,7
rancher/harvester-upgrade:v1.8.1,0,58,58
rancher/harvester-vm-import-controller:v1.8.1,0,12,12
rancher/harvester-webhook:v1.8.1,0,9,9
rancher/harvester:v1.8.1,0,10,10
