image,critical,high,total
registry.rancher.com/suse-observability/clickhouse-backup:2.7.2-so15,0,2,2
registry.rancher.com/suse-observability/clickhouse:26.5.1-so10,0,5,5
registry.rancher.com/suse-observability/container-tools:1.8.6-so24,0,2,2
registry.rancher.com/suse-observability/contrib-stackpacks:20260909112305-main-cfb6515,0,2,2
registry.rancher.com/suse-observability/elasticsearch-exporter:1.10.0-so16,0,2,2
registry.rancher.com/suse-observability/elasticsearch:8.19.16-so15,0,11,11
registry.rancher.com/suse-observability/envoy:1.38.3-so2,0,2,2
registry.rancher.com/suse-observability/hadoop:3.5.0-so16,0,8,8
registry.rancher.com/suse-observability/hbase-master:2.5-8.3.13,0,8,8
registry.rancher.com/suse-observability/hbase-regionserver:2.5-8.3.13,0,8,8
registry.rancher.com/suse-observability/jmx-exporter:0.20.0-so14,0,8,8
registry.rancher.com/suse-observability/kafka:3.9.2-so21,0,8,8
registry.rancher.com/suse-observability/kafkaup-operator:0.0.14,0,0,0
registry.rancher.com/suse-observability/kubernetes-rbac-agent:4dbfd257-1038-release,0,0,0
registry.rancher.com/suse-observability/nginx-prometheus-exporter:1.5.1-so15,0,2,2
registry.rancher.com/suse-observability/s3proxy:3.2.0-so13,0,8,8
registry.rancher.com/suse-observability/spotlight:5.2.0-snapshot.225,0,2,2
registry.rancher.com/suse-observability/stackgraph-console:2.5-8.3.13,0,8,8
registry.rancher.com/suse-observability/stackgraph-hbase:2.5-8.3.13,0,8,8
registry.rancher.com/suse-observability/stackpacks:20260819105948-master-9675369-2_0-prime-selfhosted,0,2,2
registry.rancher.com/suse-observability/stackstate-correlate:2.11.1,1,20,21
registry.rancher.com/suse-observability/stackstate-kafka-to-es:2.11.1,1,20,21
registry.rancher.com/suse-observability/stackstate-receiver:2.11.1,1,20,21
registry.rancher.com/suse-observability/stackstate-server:2.11.1-2.5,1,20,21
registry.rancher.com/suse-observability/stackstate-ui:2.11.1,0,0,0
registry.rancher.com/suse-observability/sts-opentelemetry-collector:v0.0.56,1,7,8
registry.rancher.com/suse-observability/suse-observability-borg:20260911034614-f3be0255,0,2,2
registry.rancher.com/suse-observability/suse-observability-mcp:20260911033439-3d67dda0,0,2,2
registry.rancher.com/suse-observability/suse-stackpacks:20260909112251-main-9929d6b,0,2,2
registry.rancher.com/suse-observability/tephra-server:2.5-8.3.13,0,8,8
registry.rancher.com/suse-observability/victoria-metrics:1.144.0-so14,0,2,2
registry.rancher.com/suse-observability/vmagent:1.144.0-so14,0,2,2
registry.rancher.com/suse-observability/vmbackup:1.144.0-so19,0,2,2
registry.rancher.com/suse-observability/vmrestore:1.144.0-so17,0,2,2
registry.rancher.com/suse-observability/wait:1.0.12-so9,0,2,2
registry.rancher.com/suse-observability/workload-observer:64188fd0-1033-release,0,0,0
registry.rancher.com/suse-observability/zookeeper:3.9.5-so23,0,8,8
