image,critical,high,total
longhornio/backing-image-manager:v1.6.4,3,23,26
longhornio/csi-attacher:v4.7.0-20241219,0,0,0
longhornio/csi-node-driver-registrar:v2.12.0-20241219,0,0,0
longhornio/csi-provisioner:v3.6.4-20241219,0,0,0
longhornio/csi-resizer:v1.12.0-20241219,0,0,0
longhornio/csi-snapshotter:v6.3.4-20241219,0,0,0
longhornio/livenessprobe:v2.14.0-20241219,0,0,0
longhornio/longhorn-engine:v1.6.4,3,19,22
longhornio/longhorn-instance-manager:v1.6.4,3,20,23
longhornio/longhorn-manager:v1.6.4,3,20,23
longhornio/longhorn-share-manager:v1.6.4,3,17,20
longhornio/longhorn-ui:v1.6.4,3,22,25
longhornio/support-bundle-kit:v0.0.48,3,15,18
