image,critical,high,total
registry.rancher.com/suse-observability/container-tools:1.8.6-so27,0,0,0
registry.rancher.com/suse-observability/generic-sidecar-injector:0978b47b-1040-release,0,0,0
registry.rancher.com/suse-observability/http-header-injector-proxy-init:1.0.0-so7,0,0,0
registry.rancher.com/suse-observability/http-header-injector-proxy:1.38.3-so5,0,0,0
registry.rancher.com/suse-observability/kubernetes-rbac-agent:4dbfd257-1041-release,0,0,0
registry.rancher.com/suse-observability/opentelemetry-target-allocator:0.153.0-so15,0,1,1
registry.rancher.com/suse-observability/promtail:3.6.11-so19,0,0,0
registry.rancher.com/suse-observability/stackstate-k8s-agent:dd1cba03,0,0,0
registry.rancher.com/suse-observability/stackstate-k8s-cluster-agent:0812a1b8,0,0,0
registry.rancher.com/suse-observability/stackstate-k8s-process-agent:0294bfee,0,0,0
registry.rancher.com/suse-observability/sts-opentelemetry-collector:v0.0.58-agent,0,0,0
