image,critical,high,total
ghcr.io/k8snetworkplumbingwg/whereabouts:v0.9.3,2,31,33
kubeovn/kube-ovn:v1.15.4,0,68,68
longhornio/backing-image-manager:v1.11.2,0,25,25
longhornio/csi-attacher:v4.11.0-20260428,0,5,5
longhornio/csi-node-driver-registrar:v2.16.0-20260428,0,4,4
longhornio/csi-provisioner:v5.3.0-20260428,0,5,5
longhornio/csi-resizer:v2.1.0-20260428,0,5,5
longhornio/csi-snapshotter:v8.5.0-20260428,0,5,5
longhornio/livenessprobe:v2.18.0-20260428,0,3,3
longhornio/longhorn-cli:v1.11.2,0,16,16
longhornio/longhorn-engine:v1.11.2,1,29,30
longhornio/longhorn-instance-manager:v1.11.2,1,28,29
longhornio/longhorn-manager:v1.11.2,2,14,16
longhornio/longhorn-share-manager:v1.11.2,0,17,17
longhornio/longhorn-ui:v1.11.2,0,19,19
longhornio/support-bundle-kit:v0.0.84,0,14,14
rancher/appco-alertmanager:0.28.1-12.7,0,15,15
rancher/appco-grafana:12.1.1-2.2,3,75,78
rancher/appco-k8s-sidecar:1.30.7-11.3,1,26,27
rancher/appco-kube-state-metrics:2.17.0-10.7,0,28,28
rancher/appco-node-exporter:1.9.1-11.3,0,29,29
rancher/cluster-api-controller:v1.12.7,0,7,7
rancher/fleet-agent:v0.15.4,0,2,2
rancher/fleet:v0.15.4,0,11,11
rancher/hardened-addon-resizer:1.8.23-build20260604,0,2,2
rancher/hardened-calico:v3.32.0-build20260604,0,7,7
rancher/hardened-cluster-autoscaler:v1.10.3-build20260604,0,2,2
rancher/hardened-cni-plugins:v1.9.1-build20260608,0,0,0
rancher/hardened-coredns:v1.14.4-build20260610,0,1,1
rancher/hardened-dns-node-cache:1.26.8-build20260608,0,4,4
rancher/hardened-etcd:v3.6.12-k3s1-build20260603,0,2,2
rancher/hardened-flannel:v0.28.5-build20260604,0,3,3
rancher/hardened-k8s-metrics-server:v0.8.1-build20260604,0,3,3
rancher/hardened-kubernetes:v1.35.6-rke2r1-build20260612,0,37,37
rancher/hardened-multus-cni:v4.2.4-build20260310,0,23,23
