image,critical,high,total
registry.rancher.com/suse-observability/clickhouse-backup:2.6.43-7c9dc1f5-main-52,0,3,3
registry.rancher.com/suse-observability/clickhouse:25.9.6-e87c8d2f-main-36,0,0,0
registry.rancher.com/suse-observability/container-tools:1.8.6-7c9dc1f5-main-55,0,9,9
registry.rancher.com/suse-observability/elasticsearch-exporter:v1.10.0-6159e1ba-release-176,0,2,2
registry.rancher.com/suse-observability/elasticsearch:8.19.15-25dbc21d-main-54,0,0,0
registry.rancher.com/suse-observability/envoy:1.38.0-1.1-release,0,0,0
registry.rancher.com/suse-observability/hadoop:3.4.3-java21-9-6cb836e0-release-386,0,2,2
registry.rancher.com/suse-observability/hbase-master:2.5-7.14.12,0,3,3
registry.rancher.com/suse-observability/hbase-regionserver:2.5-7.14.12,0,3,3
registry.rancher.com/suse-observability/jmx-exporter:0.20.0-58a72255-315-release,0,2,2
registry.rancher.com/suse-observability/kafka:3.9.2-7c9dc1f5-main-39,0,5,5
registry.rancher.com/suse-observability/kafkaup-operator:0.0.8,0,5,5
registry.rancher.com/suse-observability/kubernetes-rbac-agent:e78c10a7-720-release,0,5,5
registry.rancher.com/suse-observability/nginx-prometheus-exporter:1.5.1-7c9dc1f5-main-28,0,5,5
registry.rancher.com/suse-observability/s3proxy:3.1.0-7c9dc1f5-main-15,0,2,2
registry.rancher.com/suse-observability/spotlight:5.2.0-snapshot.194,0,2,2
registry.rancher.com/suse-observability/stackgraph-console:2.5-7.14.12,0,10,10
registry.rancher.com/suse-observability/stackgraph-hbase:2.5-7.14.12,0,3,3
registry.rancher.com/suse-observability/stackpacks:20260507143410-master-a4e7801-prime-selfhosted,0,0,0
registry.rancher.com/suse-observability/stackstate-correlate:2.10.0,0,7,7
registry.rancher.com/suse-observability/stackstate-kafka-to-es:2.10.0,0,7,7
registry.rancher.com/suse-observability/stackstate-receiver:2.10.0,0,7,7
registry.rancher.com/suse-observability/stackstate-server:2.10.0-2.5,0,22,22
registry.rancher.com/suse-observability/stackstate-ui:2.10.0,0,0,0
registry.rancher.com/suse-observability/sts-opentelemetry-collector:v0.0.34,0,7,7
registry.rancher.com/suse-observability/suse-observability-borg:20260507044720-101894e0,0,5,5
registry.rancher.com/suse-observability/suse-observability-mcp:20260507043331-5a52d75b,0,5,5
registry.rancher.com/suse-observability/tephra-server:2.5-7.14.12,0,1,1
registry.rancher.com/suse-observability/victoria-metrics:v1.142.0-7c9dc1f5-main-16,0,2,2
registry.rancher.com/suse-observability/vmagent:v1.142.0-7c9dc1f5-main-16,0,2,2
registry.rancher.com/suse-observability/vmbackup:v1.142.0-7c9dc1f5-main-16,0,12,12
registry.rancher.com/suse-observability/vmrestore:v1.142.0-7c9dc1f5-main-16,0,2,2
registry.rancher.com/suse-observability/wait:1.0.12-9657337c-release-194,0,0,0
registry.rancher.com/suse-observability/workload-observer:99fb2e74-184-release,0,5,5
registry.rancher.com/suse-observability/zookeeper:3.9.5-7c9dc1f5-main-28,0,2,2
